DateTime,zone1,zone2,zone3
9/15/2022 11:50,75.94,16.77,51.92
9/15/2022 12:00,77.93,17.15,50.82
9/15/2022 12:10,74.75,16.95,51.38
9/15/2022 12:20,73.81,16.89,51.50
9/15/2022 12:30,73.67,17.51,50.70
9/15/2022 12:40,76.82,18.04,50.04
9/15/2022 12:50,79.23,18.45,52.17
9/15/2022 13:00,80.39,18.40,53.04
9/15/2022 13:10,81.18,18.61,55.17
9/15/2022 13:20,78.95,18.97,55.53
9/15/2022 13:30,78.25,19.03,55.86
9/15/2022 13:40,80.23,19.12,56.94
9/15/2022 13:50,79.97,18.96,53.68
9/15/2022 14:00,79.62,18.27,53.76
9/15/2022 14:10,77.13,18.15,54.09
9/15/2022 14:20,76.44,18.02,53.14
9/15/2022 14:30,75.71,17.92,52.35
9/15/2022 14:40,78.16,17.27,52.31
9/15/2022 14:50,78.08,16.86,60.22
9/15/2022 15:00,77.35,16.36,58.26
9/15/2022 15:10,70.19,16.00,58.72
9/15/2022 15:20,68.01,15.98,57.38
9/15/2022 15:30,65.84,15.77,52.49
9/15/2022 15:40,66.65,15.72,45.99
9/15/2022 15:50,70.44,15.76,42.06
9/15/2022 16:00,69.83,15.88,44.43
9/15/2022 16:10,68.01,15.77,43.55
9/15/2022 16:20,60.62,15.29,43.65
9/15/2022 16:30,62.34,14.74,43.85
9/15/2022 16:40,71.34,15.34,43.54
9/15/2022 16:50,72.23,14.83,42.73
9/15/2022 17:00,71.44,15.29,43.32
9/15/2022 17:10,68.51,15.47,47.60
9/15/2022 17:20,72.56,15.27,46.55
9/15/2022 17:30,73.33,15.58,46.08
9/15/2022 17:40,74.47,16.12,46.74
9/15/2022 17:50,77.30,16.02,46.93
9/15/2022 18:00,74.26,16.18,46.22
9/15/2022 18:10,73.96,16.92,46.38
9/15/2022 18:20,72.76,17.00,46.26
9/15/2022 18:30,73.73,16.62,51.86
9/15/2022 18:40,76.09,16.98,54.15
9/15/2022 18:50,76.61,17.39,59.68
9/15/2022 19:00,73.85,17.98,58.67
9/15/2022 19:10,74.73,17.80,61.21
9/15/2022 19:20,76.29,18.54,60.91
9/15/2022 19:30,77.84,18.22,63.52
9/15/2022 19:40,80.76,19.13,62.86
9/15/2022 19:50,83.34,20.79,60.69
9/15/2022 20:00,88.39,22.71,64.63
9/15/2022 20:10,92.04,24.61,70.95
9/15/2022 20:20,95.08,25.17,71.65
9/15/2022 20:30,96.80,26.06,68.41
9/15/2022 20:40,95.09,26.01,72.01
9/15/2022 20:50,93.72,25.90,72.47
9/15/2022 21:00,94.00,25.86,69.47
9/15/2022 21:10,95.74,25.58,75.96
9/15/2022 21:20,98.79,25.22,74.75
9/15/2022 21:30,98.94,25.05,75.35
9/15/2022 21:40,97.03,24.70,77.83
9/15/2022 21:50,96.39,24.85,77.76
9/15/2022 22:00,96.84,25.01,73.23
9/15/2022 22:10,97.05,25.04,81.33
9/15/2022 22:20,97.74,25.25,79.93
9/15/2022 22:30,97.37,24.66,76.61
9/15/2022 22:40,94.26,24.79,75.56
9/15/2022 22:50,93.47,24.52,74.85
9/15/2022 23:00,94.53,23.95,79.06
9/15/2022 23:10,94.87,23.47,80.26
9/15/2022 23:20,97.17,23.08,79.78
9/15/2022 23:30,101.69,23.02,76.83
9/15/2022 23:40,97.16,22.51,78.32
9/15/2022 23:50,94.26,21.87,78.20
9/16/2022 0:00,91.37,21.04,78.02
9/16/2022 0:10,89.77,20.16,76.83
9/16/2022 0:20,89.13,19.83,74.51
9/16/2022 0:30,88.58,19.20,71.25
9/16/2022 0:40,88.50,18.86,68.15
9/16/2022 0:50,85.24,18.09,67.63
9/16/2022 1:00,84.03,17.22,66.75
9/16/2022 1:10,74.06,16.08,66.31
9/16/2022 1:20,71.88,16.02,65.65
9/16/2022 1:30,70.83,15.72,66.07
9/16/2022 1:40,70.79,15.35,64.95
9/16/2022 1:50,68.19,15.41,63.39
9/16/2022 2:00,65.76,15.28,61.77
9/16/2022 2:10,64.97,15.00,61.76
9/16/2022 2:20,65.70,14.92,60.29
9/16/2022 2:30,65.82,14.38,60.66
9/16/2022 2:40,64.98,14.00,60.81
9/16/2022 2:50,64.30,14.10,61.97
9/16/2022 3:00,65.31,13.92,62.16
9/16/2022 3:10,65.33,13.85,59.46
9/16/2022 3:20,62.37,13.90,57.84
9/16/2022 3:30,61.02,13.48,57.12
9/16/2022 3:40,61.03,13.43,56.98
9/16/2022 3:50,60.52,13.18,53.27
9/16/2022 4:00,62.26,13.02,50.92
9/16/2022 4:10,62.23,13.00,51.91
9/16/2022 4:20,61.95,13.00,52.11
9/16/2022 4:30,61.82,13.15,50.08
9/16/2022 4:40,62.20,12.82,49.41
9/16/2022 4:50,61.22,12.95,50.70
9/16/2022 5:00,62.71,12.95,51.54
9/16/2022 5:10,61.69,12.97,51.61
9/16/2022 5:20,59.66,12.98,50.42
9/16/2022 5:30,59.62,13.00,46.85
9/16/2022 5:40,60.89,13.00,47.38
9/16/2022 5:50,60.05,13.00,47.83
9/16/2022 6:00,59.62,13.02,48.88
9/16/2022 6:10,60.20,13.00,48.80
9/16/2022 6:20,60.89,13.47,44.85
9/16/2022 6:30,61.63,14.00,43.81
9/16/2022 6:40,60.43,13.53,41.78
9/16/2022 6:50,58.01,13.76,41.77
9/16/2022 7:00,55.00,13.22,42.22
9/16/2022 7:10,55.21,13.05,43.78
9/16/2022 7:20,55.68,12.98,40.16
9/16/2022 7:30,54.84,12.37,38.68
9/16/2022 7:40,55.48,11.26,39.63
9/16/2022 7:50,54.18,10.98,38.88
9/16/2022 8:00,52.77,11.45,38.24
9/16/2022 8:10,53.27,12.26,39.02
9/16/2022 8:20,54.15,12.51,39.74
9/16/2022 8:30,53.80,12.00,38.68
9/16/2022 8:40,55.27,12.12,41.83
9/16/2022 8:50,57.09,12.07,41.99
9/16/2022 9:00,57.07,12.42,43.14
9/16/2022 9:10,56.56,12.73,49.99
9/16/2022 9:20,57.30,13.00,49.88
9/16/2022 9:30,58.61,13.13,45.01
9/16/2022 9:40,57.17,13.23,43.44
9/16/2022 9:50,54.42,13.59,42.05
9/16/2022 10:00,54.24,14.37,41.49
9/16/2022 10:10,54.68,14.39,38.88
9/16/2022 10:20,55.67,15.10,37.63
9/16/2022 10:30,56.52,14.40,41.75
9/16/2022 10:40,59.58,15.43,46.98
9/16/2022 10:50,61.47,15.78,46.19
9/16/2022 11:00,60.23,15.20,48.51
9/16/2022 11:10,59.37,15.04,52.04
9/16/2022 11:20,60.58,15.38,52.77
9/16/2022 11:30,59.55,15.75,51.37
9/16/2022 11:40,61.28,16.72,51.12
9/16/2022 11:50,61.70,16.93,52.27
9/16/2022 12:00,62.89,17.61,52.37
9/16/2022 12:10,63.14,17.34,50.92
9/16/2022 12:20,62.69,16.32,48.60
9/16/2022 12:30,63.86,17.05,48.37
9/16/2022 12:40,65.98,17.40,47.87
9/16/2022 12:50,65.14,18.00,49.28
9/16/2022 13:00,67.36,18.03,46.00
9/16/2022 13:10,66.76,18.06,47.89
9/16/2022 13:20,65.64,18.29,48.25
9/16/2022 13:30,66.69,18.40,48.71
9/16/2022 13:40,68.62,17.61,48.94
9/16/2022 13:50,69.17,17.18,48.82
9/16/2022 14:00,68.34,17.00,49.68
9/16/2022 14:10,66.75,16.72,50.03
9/16/2022 14:20,66.76,16.47,49.59
9/16/2022 14:30,68.27,16.22,53.80
9/16/2022 14:40,68.35,15.86,60.59
9/16/2022 14:50,64.44,15.60,58.16
9/16/2022 15:00,63.54,15.81,55.96
9/16/2022 15:10,60.27,15.50,51.69
9/16/2022 15:20,59.69,15.42,49.93
9/16/2022 15:30,63.37,15.13,48.17
9/16/2022 15:40,64.12,15.25,49.11
9/16/2022 15:50,63.41,15.21,46.08
9/16/2022 16:00,61.69,15.61,46.54
9/16/2022 16:10,60.52,15.24,52.73
9/16/2022 16:20,60.58,14.77,54.70
9/16/2022 16:30,61.44,14.54,50.94
9/16/2022 16:40,59.58,14.26,49.80
9/16/2022 16:50,58.69,13.86,56.82
9/16/2022 17:00,56.96,13.98,60.94
9/16/2022 17:10,58.88,14.08,55.32
9/16/2022 17:20,60.95,14.40,48.33
9/16/2022 17:30,63.39,14.75,47.87
9/16/2022 17:40,63.56,15.13,49.30
9/16/2022 17:50,61.34,15.23,52.69
9/16/2022 18:00,61.32,15.42,53.77
9/16/2022 18:10,60.39,15.32,54.03
9/16/2022 18:20,62.27,15.53,53.47
9/16/2022 18:30,62.30,16.32,52.67
9/16/2022 18:40,62.76,16.38,52.65
9/16/2022 18:50,62.88,16.12,52.61
9/16/2022 19:00,63.59,16.43,52.50
9/16/2022 19:10,63.86,17.29,53.08
9/16/2022 19:20,66.67,17.27,55.93
9/16/2022 19:30,68.02,17.23,56.50
9/16/2022 19:40,67.73,17.77,58.54
9/16/2022 19:50,67.23,19.83,59.17
9/16/2022 20:00,70.56,21.68,67.28
9/16/2022 20:10,74.93,23.55,72.70
9/16/2022 20:20,77.49,23.38,74.94
9/16/2022 20:30,81.25,24.15,75.15
9/16/2022 20:40,80.71,24.28,77.38
9/16/2022 20:50,77.90,24.29,73.68
9/16/2022 21:00,78.15,24.82,73.25
9/16/2022 21:10,78.49,24.53,74.02
9/16/2022 21:20,80.16,24.29,73.98
9/16/2022 21:30,84.60,24.33,73.39
9/16/2022 21:40,84.86,23.99,73.22
9/16/2022 21:50,83.51,23.99,73.16
9/16/2022 22:00,82.98,24.17,73.61
9/16/2022 22:10,82.85,24.28,74.04
9/16/2022 22:20,83.09,24.02,73.16
9/16/2022 22:30,83.69,24.05,70.91
9/16/2022 22:40,82.76,24.13,70.96
9/16/2022 22:50,80.79,23.66,71.19
9/16/2022 23:00,79.73,23.26,74.44
9/16/2022 23:10,78.56,22.97,74.99
9/16/2022 23:20,77.03,22.77,74.94
9/16/2022 23:30,77.79,22.70,75.26
9/16/2022 23:40,76.80,22.65,71.89
9/16/2022 23:50,74.40,22.02,70.24
9/17/2022 0:00,74.98,20.98,67.51
9/17/2022 0:10,74.04,20.07,66.37
9/17/2022 0:20,72.50,19.97,65.98
9/17/2022 0:30,72.97,19.15,65.09
9/17/2022 0:40,72.41,18.98,66.03
9/17/2022 0:50,69.19,18.48,62.57
9/17/2022 1:00,65.94,17.70,60.92
9/17/2022 1:10,65.13,17.15,61.33
9/17/2022 1:20,64.32,16.97,61.69
9/17/2022 1:30,64.93,16.18,67.49
9/17/2022 1:40,65.47,15.92,65.00
9/17/2022 1:50,66.10,15.30,61.48
9/17/2022 2:00,64.00,15.01,59.09
9/17/2022 2:10,61.99,14.96,58.67
9/17/2022 2:20,61.03,14.98,58.55
9/17/2022 2:30,59.20,14.52,59.67
9/17/2022 2:40,58.07,14.18,64.43
9/17/2022 2:50,58.22,13.92,61.97
9/17/2022 3:00,58.56,13.95,58.87
9/17/2022 3:10,61.18,13.47,56.98
9/17/2022 3:20,62.00,14.00,57.54
9/17/2022 3:30,59.65,13.73,57.07
9/17/2022 3:40,58.76,13.30,57.61
9/17/2022 3:50,59.04,13.02,59.16
9/17/2022 4:00,57.73,13.00,59.47
9/17/2022 4:10,56.18,13.00,57.09
9/17/2022 4:20,54.83,13.00,55.95
9/17/2022 4:30,54.59,13.00,54.50
9/17/2022 4:40,54.76,12.85,54.60
9/17/2022 4:50,57.06,12.98,54.19
9/17/2022 5:00,58.20,12.98,55.20
9/17/2022 5:10,55.97,12.93,56.95
9/17/2022 5:20,56.07,13.00,55.94
9/17/2022 5:30,55.69,13.05,55.12
9/17/2022 5:40,56.47,13.18,53.07
9/17/2022 5:50,55.05,12.95,52.31
9/17/2022 6:00,53.78,13.08,53.85
9/17/2022 6:10,53.85,13.52,54.67
9/17/2022 6:20,54.47,13.05,55.36
9/17/2022 6:30,56.92,13.85,51.18
9/17/2022 6:40,56.44,13.87,50.74
9/17/2022 6:50,55.23,13.08,49.04
9/17/2022 7:00,53.40,12.90,48.69
9/17/2022 7:10,53.97,12.66,47.35
9/17/2022 7:20,52.23,12.37,47.21
9/17/2022 7:30,48.51,11.65,47.16
9/17/2022 7:40,46.72,11.15,48.05
9/17/2022 7:50,46.97,10.23,46.47
9/17/2022 8:00,46.58,10.55,47.09
9/17/2022 8:10,48.56,10.88,44.27
9/17/2022 8:20,47.32,11.02,42.88
9/17/2022 8:30,49.16,11.20,43.97
9/17/2022 8:40,48.51,11.35,47.74
9/17/2022 8:50,47.83,11.08,44.45
9/17/2022 9:00,49.11,11.25,42.97
9/17/2022 9:10,49.36,12.06,40.68
9/17/2022 9:20,52.11,11.99,42.66
9/17/2022 9:30,44.20,12.20,39.48
9/17/2022 9:40,38.05,13.00,37.74
9/17/2022 9:50,38.94,12.87,38.94
9/17/2022 10:00,38.01,12.43,30.28
9/17/2022 10:10,37.62,12.97,30.20
9/17/2022 10:20,40.59,13.68,32.60
9/17/2022 10:30,42.39,14.17,37.63
9/17/2022 10:40,45.00,13.81,38.72
9/17/2022 10:50,43.05,14.65,38.83
9/17/2022 11:00,42.51,14.95,38.81
9/17/2022 11:10,44.33,14.99,39.71
9/17/2022 11:20,44.02,15.21,41.79
9/17/2022 11:30,45.54,15.67,40.99
9/17/2022 11:40,48.83,16.00,38.23
9/17/2022 11:50,49.39,16.74,38.65
9/17/2022 12:00,48.78,16.70,38.78
9/17/2022 12:10,46.17,15.20,35.00
9/17/2022 12:20,47.23,16.62,38.95
9/17/2022 12:30,48.12,16.93,43.11
9/17/2022 12:40,50.08,17.42,42.14
9/17/2022 12:50,50.79,16.68,39.05
9/17/2022 13:00,62.82,17.51,40.65
9/17/2022 13:10,41.79,14.32,29.53
9/17/2022 13:20,14.98,8.26,12.80
9/17/2022 13:30,35.38,18.70,30.32
9/17/2022 13:40,42.19,20.00,39.92
9/17/2022 13:50,45.12,19.13,44.70
9/17/2022 14:00,50.38,19.95,46.88
9/17/2022 14:10,53.73,19.42,40.92
9/17/2022 14:20,54.02,19.15,39.25
9/17/2022 14:30,52.38,18.36,38.21
9/17/2022 14:40,53.05,17.67,36.77
9/17/2022 14:50,53.12,17.12,37.41
9/17/2022 15:00,54.18,16.78,42.39
9/17/2022 15:10,52.48,16.21,42.14
9/17/2022 15:20,52.27,16.12,41.25
9/17/2022 15:30,51.82,16.23,38.76
9/17/2022 15:40,50.84,16.18,37.42
9/17/2022 15:50,50.53,15.95,38.67
9/17/2022 16:00,59.28,16.05,36.13
9/17/2022 16:10,62.11,15.55,35.21
9/17/2022 16:20,58.91,15.49,37.47
9/17/2022 16:30,52.31,15.63,40.72
9/17/2022 16:40,51.09,15.56,39.83
9/17/2022 16:50,50.95,15.72,42.40
9/17/2022 17:00,53.84,15.75,40.70
9/17/2022 17:10,59.85,15.19,44.13
9/17/2022 17:20,59.31,15.57,44.61
9/17/2022 17:30,59.55,15.81,42.76
9/17/2022 17:40,63.80,16.02,47.89
9/17/2022 17:50,71.28,15.71,47.01
9/17/2022 18:00,72.60,15.84,47.09
9/17/2022 18:10,77.40,16.27,47.42
9/17/2022 18:20,80.54,16.65,46.33
9/17/2022 18:30,82.76,16.92,44.16
9/17/2022 18:40,88.67,16.17,44.47
9/17/2022 18:50,93.94,16.18,44.88
9/17/2022 19:00,93.08,16.56,43.65
9/17/2022 19:10,96.91,17.12,44.64
9/17/2022 19:20,100.78,17.65,45.17
9/17/2022 19:30,103.20,17.82,42.42
9/17/2022 19:40,101.55,18.51,41.79
9/17/2022 19:50,103.81,20.34,44.93
9/17/2022 20:00,108.36,22.27,47.92
9/17/2022 20:10,111.53,23.47,52.59
9/17/2022 20:20,115.86,23.81,56.76
9/17/2022 20:30,121.89,24.00,56.24
9/17/2022 20:40,121.26,24.32,54.40
9/17/2022 20:50,111.87,24.19,54.79
9/17/2022 21:00,110.37,24.19,54.44
9/17/2022 21:10,109.15,24.67,57.90
9/17/2022 21:20,108.81,24.38,55.62
9/17/2022 21:30,111.29,24.67,58.52
9/17/2022 21:40,110.78,24.20,64.24
9/17/2022 21:50,108.37,24.25,65.94
9/17/2022 22:00,110.72,24.80,62.55
9/17/2022 22:10,110.41,24.78,64.33
9/17/2022 22:20,110.20,24.06,64.31
9/17/2022 22:30,112.53,24.54,62.49
9/17/2022 22:40,112.14,24.13,62.74
9/17/2022 22:50,109.61,24.02,59.58
9/17/2022 23:00,107.35,23.70,58.29
9/17/2022 23:10,106.57,23.50,59.06
9/17/2022 23:20,105.71,23.05,59.77
9/17/2022 23:30,105.07,22.77,57.87
9/17/2022 23:40,108.24,22.07,57.81
9/17/2022 23:50,107.06,21.77,56.46
9/18/2022 0:00,103.70,21.00,53.59
9/18/2022 0:10,102.80,20.08,51.87
9/18/2022 0:20,102.18,20.00,57.04
9/18/2022 0:30,102.56,19.25,57.57
9/18/2022 0:40,103.89,18.30,55.81
9/18/2022 0:50,104.68,18.00,57.14
9/18/2022 1:00,108.69,17.52,53.40
9/18/2022 1:10,107.71,16.87,54.94
9/18/2022 1:20,105.61,16.78,55.26
9/18/2022 1:30,100.78,16.03,51.76
9/18/2022 1:40,97.50,16.20,50.88
9/18/2022 1:50,94.52,15.97,50.56
9/18/2022 2:00,93.22,15.10,45.83
9/18/2022 2:10,91.45,15.00,45.38
9/18/2022 2:20,84.09,15.00,48.27
9/18/2022 2:30,85.76,14.83,46.72
9/18/2022 2:40,92.09,14.00,46.96
9/18/2022 2:50,93.43,13.98,48.44
9/18/2022 3:00,95.22,13.96,45.87
9/18/2022 3:10,97.77,13.65,45.45
9/18/2022 3:20,97.42,13.66,46.91
9/18/2022 3:30,93.23,13.67,45.15
9/18/2022 3:40,84.44,13.97,46.51
9/18/2022 3:50,84.36,13.20,47.85
9/18/2022 4:00,84.79,13.00,44.42
9/18/2022 4:10,88.14,13.02,44.58
9/18/2022 4:20,88.60,13.00,46.35
9/18/2022 4:30,95.32,13.00,42.93
9/18/2022 4:40,95.58,13.00,43.49
9/18/2022 4:50,95.54,13.00,45.58
9/18/2022 5:00,95.18,13.00,44.48
9/18/2022 5:10,94.56,12.99,45.30
9/18/2022 5:20,94.18,13.00,46.56
9/18/2022 5:30,95.63,12.80,44.22
9/18/2022 5:40,99.70,13.00,44.51
9/18/2022 5:50,91.20,13.00,45.56
9/18/2022 6:00,89.71,13.00,42.85
9/18/2022 6:10,87.67,13.00,43.58
9/18/2022 6:20,88.21,13.13,47.15
9/18/2022 6:30,88.85,13.61,47.42
9/18/2022 6:40,87.58,13.05,42.18
9/18/2022 6:50,87.36,13.02,43.16
9/18/2022 7:00,89.56,12.90,39.52
9/18/2022 7:10,91.38,12.12,39.57
9/18/2022 7:20,90.14,12.37,38.50
9/18/2022 7:30,88.63,11.73,35.54
9/18/2022 7:40,86.00,11.25,32.61
9/18/2022 7:50,84.96,10.24,31.34
9/18/2022 8:00,83.57,9.92,28.17
9/18/2022 8:10,84.32,10.13,28.89
9/18/2022 8:20,84.38,10.05,31.51
9/18/2022 8:30,85.16,10.18,29.86
9/18/2022 8:40,85.72,10.46,29.26
9/18/2022 8:50,79.19,10.13,30.16
9/18/2022 9:00,77.26,10.66,27.76
9/18/2022 9:10,77.43,10.55,27.82
9/18/2022 9:20,77.81,11.03,26.75
9/18/2022 9:30,77.36,11.05,26.01
9/18/2022 9:40,78.30,10.97,28.40
9/18/2022 9:50,79.18,11.02,30.87
9/18/2022 10:00,80.07,12.09,29.00
9/18/2022 10:10,82.53,12.53,32.03
9/18/2022 10:20,83.43,12.85,34.34
9/18/2022 10:30,85.91,12.77,33.32
9/18/2022 10:40,84.98,13.79,35.77
9/18/2022 10:50,82.35,13.97,35.85
9/18/2022 11:00,83.44,14.28,34.16
9/18/2022 11:10,84.90,14.80,37.23
9/18/2022 11:20,85.62,14.97,35.70
9/18/2022 11:30,87.69,15.24,34.14
9/18/2022 11:40,89.51,15.49,37.29
9/18/2022 11:50,91.45,15.88,39.12
9/18/2022 12:00,94.00,15.95,38.56
9/18/2022 12:10,91.37,16.27,36.66
9/18/2022 12:20,67.47,16.97,39.06
9/18/2022 12:30,55.74,17.23,41.10
9/18/2022 12:40,67.28,17.15,43.71
9/18/2022 12:50,74.53,18.43,41.24
9/18/2022 13:00,78.46,18.17,41.88
9/18/2022 13:10,81.80,17.82,45.68
9/18/2022 13:20,93.70,18.64,46.05
9/18/2022 13:30,99.43,18.86,45.16
9/18/2022 13:40,95.33,18.34,46.95
9/18/2022 13:50,95.46,18.73,46.60
9/18/2022 14:00,95.73,18.91,45.30
9/18/2022 14:10,94.71,18.77,44.60
9/18/2022 14:20,95.12,18.67,46.20
9/18/2022 14:30,96.38,18.10,47.03
9/18/2022 14:40,97.63,17.63,45.71
9/18/2022 14:50,97.44,17.08,45.75
9/18/2022 15:00,87.33,17.75,45.40
9/18/2022 15:10,83.63,17.33,45.93
9/18/2022 15:20,82.89,17.30,42.68
9/18/2022 15:30,84.62,17.10,42.02
9/18/2022 15:40,80.86,16.23,43.57
9/18/2022 15:50,78.14,16.07,42.31
9/18/2022 16:00,85.47,16.04,38.69
9/18/2022 16:10,85.67,16.08,37.93
9/18/2022 16:20,85.30,16.10,39.08
9/18/2022 16:30,86.22,15.85,38.20
9/18/2022 16:40,85.35,15.17,36.35
9/18/2022 16:50,85.34,15.25,38.07
9/18/2022 17:00,86.25,15.22,35.80
9/18/2022 17:10,86.28,15.34,37.37
9/18/2022 17:20,85.95,15.67,38.16
9/18/2022 17:30,86.74,15.88,37.14
9/18/2022 17:40,86.76,16.05,36.93
9/18/2022 17:50,85.22,15.95,38.70
9/18/2022 18:00,92.50,16.67,36.67
9/18/2022 18:10,99.07,16.95,35.77
9/18/2022 18:20,111.95,17.23,37.23
9/18/2022 18:30,112.13,16.98,40.86
9/18/2022 18:40,109.09,16.95,41.80
9/18/2022 18:50,107.32,17.22,41.17
9/18/2022 19:00,111.38,17.40,42.92
9/18/2022 19:10,111.80,17.92,43.99
9/18/2022 19:20,113.64,18.10,47.89
9/18/2022 19:30,112.16,18.02,50.20
9/18/2022 19:40,111.98,18.82,46.33
9/18/2022 19:50,118.08,20.07,48.98
9/18/2022 20:00,104.06,21.73,54.69
9/18/2022 20:10,103.18,23.25,59.32
9/18/2022 20:20,102.40,23.98,61.20
9/18/2022 20:30,105.65,23.92,60.59
9/18/2022 20:40,108.65,24.38,60.29
9/18/2022 20:50,111.43,24.95,62.30
9/18/2022 21:00,110.28,24.72,60.90
9/18/2022 21:10,109.30,24.60,61.47
9/18/2022 21:20,109.81,24.53,60.52
9/18/2022 21:30,108.88,24.57,60.95
9/18/2022 21:40,112.50,24.78,65.11
9/18/2022 21:50,116.74,24.85,69.02
9/18/2022 22:00,128.59,24.77,70.61
9/18/2022 22:10,129.27,25.17,72.11
